"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage","SOC.CategoryCode","SOC.CategoryName"
"28420","Kennewick-Richland, WA","27-4011","Audio & Video Equipment Technicians",41,38498.67,"27","Arts, Design, Entertainment, Sports, and Media"
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-4011","Audio & Video Equipment Technicians",425,42946,"27","Arts, Design, Entertainment, Sports, and Media"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-4011","Audio & Video Equipment Technicians",898,48090,"27","Arts, Design, Entertainment, Sports, and Media"
"44060","Spokane-Spokane Valley, WA","27-4011","Audio & Video Equipment Technicians",68,43290,"27","Arts, Design, Entertainment, Sports, and Media"
"45104","Tacoma-Lakewood, WA Metropolitan Division","27-4011","Audio & Video Equipment Technicians",52,56667,"27","Arts, Design, Entertainment, Sports, and Media"
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-1181","Audiologists",91,109780,"29","Healthcare Practitioners and Technical"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-1181","Audiologists",299,88292,"29","Healthcare Practitioners and Technical"
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-9011","Audio-Visual & Multimedia Collections Specialists",53,47179,"25","Education, Training, and Library"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-9011","Audio-Visual & Multimedia Collections Specialists",28,48424,"25","Education, Training, and Library"
"13380","Bellingham, WA","53-6031","Automotive & Watercraft Service Attendants",74,30530,"53","Transportation and Material Moving"
"14740","Bremerton-Silverdale, WA","53-6031","Automotive & Watercraft Service Attendants",68,26957,"53","Transportation and Material Moving"
"28420","Kennewick-Richland, WA","53-6031","Automotive & Watercraft Service Attendants",143,29165,"53","Transportation and Material Moving"
"31020","Longview, WA","53-6031","Automotive & Watercraft Service Attendants",42,25478,"53","Transportation and Material Moving"
"34580","Mount Vernon-Anacortes, WA","53-6031","Automotive & Watercraft Service Attendants",45,31403,"53","Transportation and Material Moving"
"36500","Olympia-Tumwater, WA","53-6031","Automotive & Watercraft Service Attendants",87,30397,"53","Transportation and Material Moving"
"38900","Portland-Vancouver-Hillsboro, OR-WA","53-6031","Automotive & Watercraft Service Attendants",2597,26823,"53","Transportation and Material Moving"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","53-6031","Automotive & Watercraft Service Attendants",889,28425,"53","Transportation and Material Moving"
"44060","Spokane-Spokane Valley, WA","53-6031","Automotive & Watercraft Service Attendants",217,27788,"53","Transportation and Material Moving"
"45104","Tacoma-Lakewood, WA Metropolitan Division","53-6031","Automotive & Watercraft Service Attendants",102,31424,"53","Transportation and Material Moving"
"47460","Walla Walla, WA","53-6031","Automotive & Watercraft Service Attendants",46,25149,"53","Transportation and Material Moving"
"48300","Wenatchee, WA","53-6031","Automotive & Watercraft Service Attendants",30,24400,"53","Transportation and Material Moving"
"49420","Yakima, WA","53-6031","Automotive & Watercraft Service Attendants",81,27521,"53","Transportation and Material Moving"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","53-6031","Automotive & Watercraft Service Attendants",45,30684,"53","Transportation and Material Moving"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","53-6031","Automotive & Watercraft Service Attendants",128,26800.12,"53","Transportation and Material Moving"
"530004","Eastern WA Nonmetropolitan Area (NMA)","53-6031","Automotive & Watercraft Service Attendants",70,27439,"53","Transportation and Material Moving"
"13380","Bellingham, WA","49-3021","Automotive Body & Related Repairers",79,48822,"49","Installation, Maintenance, and Repair"
"14740","Bremerton-Silverdale, WA","49-3021","Automotive Body & Related Repairers",74,53444,"49","Installation, Maintenance, and Repair"
"28420","Kennewick-Richland, WA","49-3021","Automotive Body & Related Repairers",59,42934,"49","Installation, Maintenance, and Repair"
"30300","Lewiston, ID-WA","49-3021","Automotive Body & Related Repairers",20,40866,"49","Installation, Maintenance, and Repair"
"34580","Mount Vernon-Anacortes, WA","49-3021","Automotive Body & Related Repairers",62,40724,"49","Installation, Maintenance, and Repair"
"36500","Olympia-Tumwater, WA","49-3021","Automotive Body & Related Repairers",103,59627,"49","Installation, Maintenance, and Repair"
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-3021","Automotive Body & Related Repairers",1013,43471,"49","Installation, Maintenance, and Repair"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-3021","Automotive Body & Related Repairers",889,61046,"49","Installation, Maintenance, and Repair"
"44060","Spokane-Spokane Valley, WA","49-3021","Automotive Body & Related Repairers",272,42082,"49","Installation, Maintenance, and Repair"
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-3021","Automotive Body & Related Repairers",280,49025,"49","Installation, Maintenance, and Repair"
"47460","Walla Walla, WA","49-3021","Automotive Body & Related Repairers",20,44991,"49","Installation, Maintenance, and Repair"
"48300","Wenatchee, WA","49-3021","Automotive Body & Related Repairers",23,46431,"49","Installation, Maintenance, and Repair"
"49420","Yakima, WA","49-3021","Automotive Body & Related Repairers",78,34278,"49","Installation, Maintenance, and Repair"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-3021","Automotive Body & Related Repairers",44,45022,"49","Installation, Maintenance, and Repair"
"530004","Eastern WA Nonmetropolitan Area (NMA)","49-3021","Automotive Body & Related Repairers",42,43937,"49","Installation, Maintenance, and Repair"
"13380","Bellingham, WA","49-3023","Automotive Service Technicians & Mechanics",282,47991,"49","Installation, Maintenance, and Repair"
"14740","Bremerton-Silverdale, WA","49-3023","Automotive Service Technicians & Mechanics",441,48620,"49","Installation, Maintenance, and Repair"
"28420","Kennewick-Richland, WA","49-3023","Automotive Service Technicians & Mechanics",500,44809,"49","Installation, Maintenance, and Repair"
"30300","Lewiston, ID-WA","49-3023","Automotive Service Technicians & Mechanics",111,34775,"49","Installation, Maintenance, and Repair"
"31020","Longview, WA","49-3023","Automotive Service Technicians & Mechanics",151,43633,"49","Installation, Maintenance, and Repair"
"34580","Mount Vernon-Anacortes, WA","49-3023","Automotive Service Technicians & Mechanics",283,45893,"49","Installation, Maintenance, and Repair"
"36500","Olympia-Tumwater, WA","49-3023","Automotive Service Technicians & Mechanics",444,45022,"49","Installation, Maintenance, and Repair"
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-3023","Automotive Service Technicians & Mechanics",3761,46937,"49","Installation, Maintenance, and Repair"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-3023","Automotive Service Technicians & Mechanics",5544,48711,"49","Installation, Maintenance, and Repair"
"44060","Spokane-Spokane Valley, WA","49-3023","Automotive Service Technicians & Mechanics",1078,46795,"49","Installation, Maintenance, and Repair"
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-3023","Automotive Service Technicians & Mechanics",1856,47768,"49","Installation, Maintenance, and Repair"
"47460","Walla Walla, WA","49-3023","Automotive Service Technicians & Mechanics",87,39620,"49","Installation, Maintenance, and Repair"
"48300","Wenatchee, WA","49-3023","Automotive Service Technicians & Mechanics",260,41272,"49","Installation, Maintenance, and Repair"
"49420","Yakima, WA","49-3023","Automotive Service Technicians & Mechanics",436,41495,"49","Installation, Maintenance, and Repair"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","49-3023","Automotive Service Technicians & Mechanics",140,51265,"49","Installation, Maintenance, and Repair"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-3023","Automotive Service Technicians & Mechanics",352,44099,"49","Installation, Maintenance, and Repair"
"530003","Central WA Nonmetropolitan Area (NMA)","49-3023","Automotive Service Technicians & Mechanics",145,42701,"49","Installation, Maintenance, and Repair"
"530004","Eastern WA Nonmetropolitan Area (NMA)","49-3023","Automotive Service Technicians & Mechanics",368,48316,"49","Installation, Maintenance, and Repair"
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-2091","Avionics Technicians",38,71952,"49","Installation, Maintenance, and Repair"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-2091","Avionics Technicians",923,76482,"49","Installation, Maintenance, and Repair"
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-2091","Avionics Technicians",43,51549,"49","Installation, Maintenance, and Repair"
"38900","Portland-Vancouver-Hillsboro, OR-WA","39-6011","Baggage Porters & Bellhops",123,23255,"39","Personal Care and Service"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","39-6011","Baggage Porters & Bellhops",360,28514,"39","Personal Care and Service"
"44060","Spokane-Spokane Valley, WA","39-6011","Baggage Porters & Bellhops",68,23409,"39","Personal Care and Service"
"14740","Bremerton-Silverdale, WA","33-3011","Bailiffs",15,38385,"33","Protective Service"
"38900","Portland-Vancouver-Hillsboro, OR-WA","33-3011","Bailiffs",54,44794,"33","Protective Service"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","33-3011","Bailiffs",109,63602,"33","Protective Service"
"13380","Bellingham, WA","51-3011","Bakers",118,30170,"51","Production"
"14740","Bremerton-Silverdale, WA","51-3011","Bakers",105,32018,"51","Production"
"28420","Kennewick-Richland, WA","51-3011","Bakers",148,27546,"51","Production"
"30300","Lewiston, ID-WA","51-3011","Bakers",78,28485,"51","Production"
"31020","Longview, WA","51-3011","Bakers",33,30487,"51","Production"
"34580","Mount Vernon-Anacortes, WA","51-3011","Bakers",74,30436,"51","Production"
"36500","Olympia-Tumwater, WA","51-3011","Bakers",179,28414,"51","Production"
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-3011","Bakers",1306,31038,"51","Production"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-3011","Bakers",2784,31018,"51","Production"
"44060","Spokane-Spokane Valley, WA","51-3011","Bakers",363,29558,"51","Production"
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-3011","Bakers",537,32059,"51","Production"
"47460","Walla Walla, WA","51-3011","Bakers",48,26546,"51","Production"
"48300","Wenatchee, WA","51-3011","Bakers",40,29272,"51","Production"
"49420","Yakima, WA","51-3011","Bakers",111,28598,"51","Production"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","51-3011","Bakers",172,30926,"51","Production"
"530003","Central WA Nonmetropolitan Area (NMA)","51-3011","Bakers",113,25055,"51","Production"
"530004","Eastern WA Nonmetropolitan Area (NMA)","51-3011","Bakers",85,29057,"51","Production"
"13380","Bellingham, WA","35-3011","Bartenders",416,27066,"35","Food Preparation and Serving Related"
"14740","Bremerton-Silverdale, WA","35-3011","Bartenders",535,31832,"35","Food Preparation and Serving Related"
"28420","Kennewick-Richland, WA","35-3011","Bartenders",378,24888,"35","Food Preparation and Serving Related"
"30300","Lewiston, ID-WA","35-3011","Bartenders",94,21057,"35","Food Preparation and Serving Related"
"31020","Longview, WA","35-3011","Bartenders",231,24960,"35","Food Preparation and Serving Related"
"34580","Mount Vernon-Anacortes, WA","35-3011","Bartenders",213,33999,"35","Food Preparation and Serving Related"
"36500","Olympia-Tumwater, WA","35-3011","Bartenders",510,29387,"35","Food Preparation and Serving Related"
"38900","Portland-Vancouver-Hillsboro, OR-WA","35-3011","Bartenders",5614,26696,"35","Food Preparation and Serving Related"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","35-3011","Bartenders",6752,35447,"35","Food Preparation and Serving Related"
"44060","Spokane-Spokane Valley, WA","35-3011","Bartenders",931,27179,"35","Food Preparation and Serving Related"
"45104","Tacoma-Lakewood, WA Metropolitan Division","35-3011","Bartenders",1060,30219,"35","Food Preparation and Serving Related"
"47460","Walla Walla, WA","35-3011","Bartenders",86,40121,"35","Food Preparation and Serving Related"
"48300","Wenatchee, WA","35-3011","Bartenders",281,26172,"35","Food Preparation and Serving Related"
"49420","Yakima, WA","35-3011","Bartenders",334,26932,"35","Food Preparation and Serving Related"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","35-3011","Bartenders",401,26624,"35","Food Preparation and Serving Related"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","35-3011","Bartenders",335,26131,"35","Food Preparation and Serving Related"
"530003","Central WA Nonmetropolitan Area (NMA)","35-3011","Bartenders",250,25874,"35","Food Preparation and Serving Related"
"530004","Eastern WA Nonmetropolitan Area (NMA)","35-3011","Bartenders",210,28154,"35","Food Preparation and Serving Related"
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-3091","Bicycle Repairers",228,28045,"49","Installation, Maintenance, and Repair"
"13380","Bellingham, WA","43-3011","Bill & Account Collectors",50,44795,"43","Office and Administrative Support"
"14740","Bremerton-Silverdale, WA","43-3011","Bill & Account Collectors",34,38751,"43","Office and Administrative Support"
"28420","Kennewick-Richland, WA","43-3011","Bill & Account Collectors",131,37495,"43","Office and Administrative Support"
"30300","Lewiston, ID-WA","43-3011","Bill & Account Collectors",20,33022,"43","Office and Administrative Support"
"31020","Longview, WA","43-3011","Bill & Account Collectors",35,34196,"43","Office and Administrative Support"
"34580","Mount Vernon-Anacortes, WA","43-3011","Bill & Account Collectors",48,36780,"43","Office and Administrative Support"
"36500","Olympia-Tumwater, WA","43-3011","Bill & Account Collectors",198,37219,"43","Office and Administrative Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-3011","Bill & Account Collectors",2292,39700,"43","Office and Administrative Support"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-3011","Bill & Account Collectors",1932,41109,"43","Office and Administrative Support"
"44060","Spokane-Spokane Valley, WA","43-3011","Bill & Account Collectors",410,36463,"43","Office and Administrative Support"
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-3011","Bill & Account Collectors",822,37137,"43","Office and Administrative Support"
"48300","Wenatchee, WA","43-3011","Bill & Account Collectors",28,33124,"43","Office and Administrative Support"
"49420","Yakima, WA","43-3011","Bill & Account Collectors",119,45531,"43","Office and Administrative Support"
