"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage","SOC.CategoryCode","SOC.CategoryName"
"48300","Wenatchee, WA","19-4021","Biological Technicians",91,41174,"19","Life, Physical, and Social Science"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","19-4021","Biological Technicians",72,38946,"19","Life, Physical, and Social Science"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","19-4021","Biological Technicians",105,37620,"19","Life, Physical, and Social Science"
"530004","Eastern WA Nonmetropolitan Area (NMA)","19-4021","Biological Technicians",140,40647,"19","Life, Physical, and Social Science"
"38900","Portland-Vancouver-Hillsboro, OR-WA","17-2031","Biomedical Engineers",298,92251,"17","Architecture and Engineering"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-2031","Biomedical Engineers",268,98955,"17","Architecture and Engineering"
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-2011","Boilermakers",346,62432,"47","Construction and Extraction"
"13380","Bellingham, WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",1092,40568,"43","Office and Administrative Support"
"14740","Bremerton-Silverdale, WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",868,43733,"43","Office and Administrative Support"
"28420","Kennewick-Richland, WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",1212,42998,"43","Office and Administrative Support"
"30300","Lewiston, ID-WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",336,41610,"43","Office and Administrative Support"
"31020","Longview, WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",456,42386,"43","Office and Administrative Support"
"34580","Mount Vernon-Anacortes, WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",622,45898,"43","Office and Administrative Support"
"36500","Olympia-Tumwater, WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",981,41140,"43","Office and Administrative Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",13508,42580,"43","Office and Administrative Support"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-3031","Bookkeeping, Accounting & Auditing Clerks",16901,46470,"43","Office and Administrative Support"
"44060","Spokane-Spokane Valley, WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",3125,41773,"43","Office and Administrative Support"
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-3031","Bookkeeping, Accounting & Auditing Clerks",3414,43233,"43","Office and Administrative Support"
"47460","Walla Walla, WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",297,37392,"43","Office and Administrative Support"
"48300","Wenatchee, WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",684,39772,"43","Office and Administrative Support"
"49420","Yakima, WA","43-3031","Bookkeeping, Accounting & Auditing Clerks",985,41252,"43","Office and Administrative Support"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","43-3031","Bookkeeping, Accounting & Auditing Clerks",825,41201,"43","Office and Administrative Support"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","43-3031","Bookkeeping, Accounting & Auditing Clerks",1040,41559,"43","Office and Administrative Support"
"530003","Central WA Nonmetropolitan Area (NMA)","43-3031","Bookkeeping, Accounting & Auditing Clerks",436,39833,"43","Office and Administrative Support"
"530004","Eastern WA Nonmetropolitan Area (NMA)","43-3031","Bookkeeping, Accounting & Auditing Clerks",695,41732,"43","Office and Administrative Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-3011","Brick/Block/Stonemason & Tile/Marble Setter Helpers",213,37310,"47","Construction and Extraction"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-3011","Brick/Block/Stonemason & Tile/Marble Setter Helpers",131,49183,"47","Construction and Extraction"
"44060","Spokane-Spokane Valley, WA","47-3011","Brick/Block/Stonemason & Tile/Marble Setter Helpers",14,49203,"47","Construction and Extraction"
"45104","Tacoma-Lakewood, WA Metropolitan Division","47-3011","Brick/Block/Stonemason & Tile/Marble Setter Helpers",20,65509,"47","Construction and Extraction"
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-2021","Brickmasons & Blockmasons",397,67792,"47","Construction and Extraction"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-2021","Brickmasons & Blockmasons",520,49281.33,"47","Construction and Extraction"
"45104","Tacoma-Lakewood, WA Metropolitan Division","47-2021","Brickmasons & Blockmasons",93,70401,"47","Construction and Extraction"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","47-2021","Brickmasons & Blockmasons",13,54258,"47","Construction and Extraction"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","53-6011","Bridge & Lock Tenders",62,53954,"53","Transportation and Material Moving"
"28420","Kennewick-Richland, WA","27-4012","Broadcast Technicians",17,37285,"27","Arts, Design, Entertainment, Sports, and Media"
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-4012","Broadcast Technicians",131,42237,"27","Arts, Design, Entertainment, Sports, and Media"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-4012","Broadcast Technicians",337,40019,"27","Arts, Design, Entertainment, Sports, and Media"
"44060","Spokane-Spokane Valley, WA","27-4012","Broadcast Technicians",82,40587,"27","Arts, Design, Entertainment, Sports, and Media"
"45104","Tacoma-Lakewood, WA Metropolitan Division","27-4012","Broadcast Technicians",15,69244,"27","Arts, Design, Entertainment, Sports, and Media"
"49420","Yakima, WA","27-4012","Broadcast Technicians",13,39888,"27","Arts, Design, Entertainment, Sports, and Media"
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-4011","Brokerage Clerks",284,52739,"43","Office and Administrative Support"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-4011","Brokerage Clerks",536,56773,"43","Office and Administrative Support"
"44060","Spokane-Spokane Valley, WA","43-4011","Brokerage Clerks",59,48379,"43","Office and Administrative Support"
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-4011","Brokerage Clerks",42,53056,"43","Office and Administrative Support"
"13380","Bellingham, WA","13-2031","Budget Analysts",15,69756,"13","Business and Financial Operations"
"28420","Kennewick-Richland, WA","13-2031","Budget Analysts",26,103073,"13","Business and Financial Operations"
"36500","Olympia-Tumwater, WA","13-2031","Budget Analysts",160,69950,"13","Business and Financial Operations"
"38900","Portland-Vancouver-Hillsboro, OR-WA","13-2031","Budget Analysts",349,74807,"13","Business and Financial Operations"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","13-2031","Budget Analysts",827,78573,"13","Business and Financial Operations"
"44060","Spokane-Spokane Valley, WA","13-2031","Budget Analysts",59,69695,"13","Business and Financial Operations"
"45104","Tacoma-Lakewood, WA Metropolitan Division","13-2031","Budget Analysts",98,76318,"13","Business and Financial Operations"
"47460","Walla Walla, WA","13-2031","Budget Analysts",21,80828,"13","Business and Financial Operations"
"530003","Central WA Nonmetropolitan Area (NMA)","13-2031","Budget Analysts",14,55429,"13","Business and Financial Operations"
"530004","Eastern WA Nonmetropolitan Area (NMA)","13-2031","Budget Analysts",20,69124,"13","Business and Financial Operations"
"13380","Bellingham, WA","53-3022","Bus Drivers, School or Special Client",280,36579,"53","Transportation and Material Moving"
"14740","Bremerton-Silverdale, WA","53-3022","Bus Drivers, School or Special Client",419,42350,"53","Transportation and Material Moving"
"28420","Kennewick-Richland, WA","53-3022","Bus Drivers, School or Special Client",468,36312,"53","Transportation and Material Moving"
"30300","Lewiston, ID-WA","53-3022","Bus Drivers, School or Special Client",71,37133,"53","Transportation and Material Moving"
"31020","Longview, WA","53-3022","Bus Drivers, School or Special Client",266,36199,"53","Transportation and Material Moving"
"34580","Mount Vernon-Anacortes, WA","53-3022","Bus Drivers, School or Special Client",218,42022,"53","Transportation and Material Moving"
"36500","Olympia-Tumwater, WA","53-3022","Bus Drivers, School or Special Client",864,33755,"53","Transportation and Material Moving"
"38900","Portland-Vancouver-Hillsboro, OR-WA","53-3022","Bus Drivers, School or Special Client",3296,37739,"53","Transportation and Material Moving"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","53-3022","Bus Drivers, School or Special Client",4292,41395,"53","Transportation and Material Moving"
"44060","Spokane-Spokane Valley, WA","53-3022","Bus Drivers, School or Special Client",1098,33560,"53","Transportation and Material Moving"
"45104","Tacoma-Lakewood, WA Metropolitan Division","53-3022","Bus Drivers, School or Special Client",1408,38427,"53","Transportation and Material Moving"
"47460","Walla Walla, WA","53-3022","Bus Drivers, School or Special Client",90,35696,"53","Transportation and Material Moving"
"48300","Wenatchee, WA","53-3022","Bus Drivers, School or Special Client",186,38848,"53","Transportation and Material Moving"
"49420","Yakima, WA","53-3022","Bus Drivers, School or Special Client",407,37852,"53","Transportation and Material Moving"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","53-3022","Bus Drivers, School or Special Client",190,37893,"53","Transportation and Material Moving"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","53-3022","Bus Drivers, School or Special Client",462,35439,"53","Transportation and Material Moving"
"530003","Central WA Nonmetropolitan Area (NMA)","53-3022","Bus Drivers, School or Special Client",230,37236,"53","Transportation and Material Moving"
"530004","Eastern WA Nonmetropolitan Area (NMA)","53-3022","Bus Drivers, School or Special Client",476,36178,"53","Transportation and Material Moving"
"38900","Portland-Vancouver-Hillsboro, OR-WA","53-3021","Bus Drivers, Transit & Intercity",1522,46222,"53","Transportation and Material Moving"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","53-3021","Bus Drivers, Transit & Intercity",4109,60927,"53","Transportation and Material Moving"
"44060","Spokane-Spokane Valley, WA","53-3021","Bus Drivers, Transit & Intercity",261,44959,"53","Transportation and Material Moving"
"49420","Yakima, WA","53-3021","Bus Drivers, Transit & Intercity",105,37965,"53","Transportation and Material Moving"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","53-3021","Bus Drivers, Transit & Intercity",168,40779,"53","Transportation and Material Moving"
"530004","Eastern WA Nonmetropolitan Area (NMA)","53-3021","Bus Drivers, Transit & Intercity",36,38475.33,"53","Transportation and Material Moving"
"13380","Bellingham, WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",119,54215,"49","Installation, Maintenance, and Repair"
"14740","Bremerton-Silverdale, WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",123,54802,"49","Installation, Maintenance, and Repair"
"28420","Kennewick-Richland, WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",204,49816,"49","Installation, Maintenance, and Repair"
"30300","Lewiston, ID-WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",59,39194,"49","Installation, Maintenance, and Repair"
"31020","Longview, WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",101,52127,"49","Installation, Maintenance, and Repair"
"34580","Mount Vernon-Anacortes, WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",112,50941,"49","Installation, Maintenance, and Repair"
"36500","Olympia-Tumwater, WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",241,47708,"49","Installation, Maintenance, and Repair"
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",1956,50941,"49","Installation, Maintenance, and Repair"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",2210,59049,"49","Installation, Maintenance, and Repair"
"44060","Spokane-Spokane Valley, WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",363,47677,"49","Installation, Maintenance, and Repair"
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",597,51711,"49","Installation, Maintenance, and Repair"
"47460","Walla Walla, WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",25,52897,"49","Installation, Maintenance, and Repair"
"48300","Wenatchee, WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",75,57914,"49","Installation, Maintenance, and Repair"
"49420","Yakima, WA","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",242,41525,"49","Installation, Maintenance, and Repair"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",108,56343,"49","Installation, Maintenance, and Repair"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",208,48083,"49","Installation, Maintenance, and Repair"
"530003","Central WA Nonmetropolitan Area (NMA)","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",84,45346,"49","Installation, Maintenance, and Repair"
"530004","Eastern WA Nonmetropolitan Area (NMA)","49-3031","Bus/Truck Mechanics & Diesel Engine Specialists",61,47616,"49","Installation, Maintenance, and Repair"
"13380","Bellingham, WA","13-1199","Business Operations Specialists, All Other",656,62940,"13","Business and Financial Operations"
"14740","Bremerton-Silverdale, WA","13-1199","Business Operations Specialists, All Other",1550,79154,"13","Business and Financial Operations"
"28420","Kennewick-Richland, WA","13-1199","Business Operations Specialists, All Other",1027,93991,"13","Business and Financial Operations"
"30300","Lewiston, ID-WA","13-1199","Business Operations Specialists, All Other",57,49542,"13","Business and Financial Operations"
"31020","Longview, WA","13-1199","Business Operations Specialists, All Other",125,70532,"13","Business and Financial Operations"
"34580","Mount Vernon-Anacortes, WA","13-1199","Business Operations Specialists, All Other",224,70307,"13","Business and Financial Operations"
"36500","Olympia-Tumwater, WA","13-1199","Business Operations Specialists, All Other",788,62960,"13","Business and Financial Operations"
"38900","Portland-Vancouver-Hillsboro, OR-WA","13-1199","Business Operations Specialists, All Other",11375,74552,"13","Business and Financial Operations"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","13-1199","Business Operations Specialists, All Other",21343,80930,"13","Business and Financial Operations"
"44060","Spokane-Spokane Valley, WA","13-1199","Business Operations Specialists, All Other",1504,66675,"13","Business and Financial Operations"
"45104","Tacoma-Lakewood, WA Metropolitan Division","13-1199","Business Operations Specialists, All Other",2130,70511,"13","Business and Financial Operations"
"47460","Walla Walla, WA","13-1199","Business Operations Specialists, All Other",358,78879,"13","Business and Financial Operations"
"48300","Wenatchee, WA","13-1199","Business Operations Specialists, All Other",163,73828,"13","Business and Financial Operations"
"49420","Yakima, WA","13-1199","Business Operations Specialists, All Other",349,62970,"13","Business and Financial Operations"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","13-1199","Business Operations Specialists, All Other",409,65215,"13","Business and Financial Operations"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","13-1199","Business Operations Specialists, All Other",231,68256,"13","Business and Financial Operations"
"530003","Central WA Nonmetropolitan Area (NMA)","13-1199","Business Operations Specialists, All Other",154,66981,"13","Business and Financial Operations"
"530004","Eastern WA Nonmetropolitan Area (NMA)","13-1199","Business Operations Specialists, All Other",301,77756,"13","Business and Financial Operations"
"13380","Bellingham, WA","25-1011","Business Teachers, Postsecondary",102,96109,"25","Education, Training, and Library"
"14740","Bremerton-Silverdale, WA","25-1011","Business Teachers, Postsecondary",32,48739.5,"25","Education, Training, and Library"
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-1011","Business Teachers, Postsecondary",246,75988,"25","Education, Training, and Library"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-1011","Business Teachers, Postsecondary",572,96606,"25","Education, Training, and Library"
"44060","Spokane-Spokane Valley, WA","25-1011","Business Teachers, Postsecondary",181,57305,"25","Education, Training, and Library"
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-1011","Business Teachers, Postsecondary",101,54831.94,"25","Education, Training, and Library"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","25-1011","Business Teachers, Postsecondary",19,61685.93,"25","Education, Training, and Library"
"13380","Bellingham, WA","51-3021","Butchers & Meat Cutters",138,42361,"51","Production"
"14740","Bremerton-Silverdale, WA","51-3021","Butchers & Meat Cutters",143,45322,"51","Production"
"28420","Kennewick-Richland, WA","51-3021","Butchers & Meat Cutters",64,34499,"51","Production"
"31020","Longview, WA","51-3021","Butchers & Meat Cutters",122,39420,"51","Production"
"34580","Mount Vernon-Anacortes, WA","51-3021","Butchers & Meat Cutters",49,41074,"51","Production"
"36500","Olympia-Tumwater, WA","51-3021","Butchers & Meat Cutters",130,37797,"51","Production"
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-3021","Butchers & Meat Cutters",968,38124,"51","Production"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-3021","Butchers & Meat Cutters",1411,40748,"51","Production"
"44060","Spokane-Spokane Valley, WA","51-3021","Butchers & Meat Cutters",206,40502,"51","Production"
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-3021","Butchers & Meat Cutters",449,40768,"51","Production"
"47460","Walla Walla, WA","51-3021","Butchers & Meat Cutters",26,35275,"51","Production"
"48300","Wenatchee, WA","51-3021","Butchers & Meat Cutters",62,36163,"51","Production"
"49420","Yakima, WA","51-3021","Butchers & Meat Cutters",254,37623,"51","Production"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","51-3021","Butchers & Meat Cutters",102,35786,"51","Production"
"530003","Central WA Nonmetropolitan Area (NMA)","51-3021","Butchers & Meat Cutters",69,38910,"51","Production"
"530004","Eastern WA Nonmetropolitan Area (NMA)","51-3021","Butchers & Meat Cutters",100,34999,"51","Production"
"38900","Portland-Vancouver-Hillsboro, OR-WA","13-1021","Buyers & Purchasing Agents, Farm Products",72,59134,"13","Business and Financial Operations"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","13-1021","Buyers & Purchasing Agents, Farm Products",82,60307,"13","Business and Financial Operations"
"44060","Spokane-Spokane Valley, WA","13-1021","Buyers & Purchasing Agents, Farm Products",16,50582,"13","Business and Financial Operations"
"13380","Bellingham, WA","51-7011","Cabinetmakers & Bench Carpenters",35,40176,"51","Production"
"30300","Lewiston, ID-WA","51-7011","Cabinetmakers & Bench Carpenters",17,35050,"51","Production"
"31020","Longview, WA","51-7011","Cabinetmakers & Bench Carpenters",43,37092,"51","Production"
"34580","Mount Vernon-Anacortes, WA","51-7011","Cabinetmakers & Bench Carpenters",40,39134,"51","Production"
"36500","Olympia-Tumwater, WA","51-7011","Cabinetmakers & Bench Carpenters",168,39747,"51","Production"
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-7011","Cabinetmakers & Bench Carpenters",1169,34907,"51","Production"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-7011","Cabinetmakers & Bench Carpenters",679,39737,"51","Production"
"44060","Spokane-Spokane Valley, WA","51-7011","Cabinetmakers & Bench Carpenters",133,40237,"51","Production"
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-7011","Cabinetmakers & Bench Carpenters",528,37276,"51","Production"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","51-7011","Cabinetmakers & Bench Carpenters",27,50283,"51","Production"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","51-7011","Cabinetmakers & Bench Carpenters",58,40268,"51","Production"
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-4031","Camera Operators, TV, Video & Motion Picture",85,69204,"27","Arts, Design, Entertainment, Sports, and Media"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-4031","Camera Operators, TV, Video & Motion Picture",216,68930,"27","Arts, Design, Entertainment, Sports, and Media"
"44060","Spokane-Spokane Valley, WA","27-4031","Camera Operators, TV, Video & Motion Picture",21,56687,"27","Arts, Design, Entertainment, Sports, and Media"
"14740","Bremerton-Silverdale, WA","53-5021","Captains, Mates & Pilots of Water Vessels",29,77317,"53","Transportation and Material Moving"
"38900","Portland-Vancouver-Hillsboro, OR-WA","53-5021","Captains, Mates & Pilots of Water Vessels",225,87689,"53","Transportation and Material Moving"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","53-5021","Captains, Mates & Pilots of Water Vessels",1986,87432,"53","Transportation and Material Moving"
"45104","Tacoma-Lakewood, WA Metropolitan Division","53-5021","Captains, Mates & Pilots of Water Vessels",22,60496,"53","Transportation and Material Moving"
"28420","Kennewick-Richland, WA","29-2031","Cardiovascular Technologists & Technicians",56,72485,"29","Healthcare Practitioners and Technical"
"36500","Olympia-Tumwater, WA","29-2031","Cardiovascular Technologists & Technicians",30,79998,"29","Healthcare Practitioners and Technical"
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-2031","Cardiovascular Technologists & Technicians",371,70561,"29","Healthcare Practitioners and Technical"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-2031","Cardiovascular Technologists & Technicians",439,67270,"29","Healthcare Practitioners and Technical"
"44060","Spokane-Spokane Valley, WA","29-2031","Cardiovascular Technologists & Technicians",122,65690,"29","Healthcare Practitioners and Technical"
"49420","Yakima, WA","29-2031","Cardiovascular Technologists & Technicians",68,67300,"29","Healthcare Practitioners and Technical"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","29-2031","Cardiovascular Technologists & Technicians",21,60472,"29","Healthcare Practitioners and Technical"
"14740","Bremerton-Silverdale, WA","25-2023","Career/Technical Education Teachers, Middle School",22,63563,"25","Education, Training, and Library"
"36500","Olympia-Tumwater, WA","25-2023","Career/Technical Education Teachers, Middle School",21,59746,"25","Education, Training, and Library"
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-2023","Career/Technical Education Teachers, Middle School",30,69801,"25","Education, Training, and Library"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-2023","Career/Technical Education Teachers, Middle School",114,64586,"25","Education, Training, and Library"
"44060","Spokane-Spokane Valley, WA","25-2023","Career/Technical Education Teachers, Middle School",60,67006,"25","Education, Training, and Library"
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-2023","Career/Technical Education Teachers, Middle School",64,65913,"25","Education, Training, and Library"
"49420","Yakima, WA","25-2023","Career/Technical Education Teachers, Middle School",36,55877,"25","Education, Training, and Library"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","25-2023","Career/Technical Education Teachers, Middle School",12,63918,"25","Education, Training, and Library"
"530004","Eastern WA Nonmetropolitan Area (NMA)","25-2023","Career/Technical Education Teachers, Middle School",21,62510,"25","Education, Training, and Library"
"13380","Bellingham, WA","25-2032","Career/Technical Education Teachers, Secondary School",49,66581,"25","Education, Training, and Library"
"14740","Bremerton-Silverdale, WA","25-2032","Career/Technical Education Teachers, Secondary School",123,63705,"25","Education, Training, and Library"
"28420","Kennewick-Richland, WA","25-2032","Career/Technical Education Teachers, Secondary School",149,61336,"25","Education, Training, and Library"
"30300","Lewiston, ID-WA","25-2032","Career/Technical Education Teachers, Secondary School",16,62075,"25","Education, Training, and Library"
"31020","Longview, WA","25-2032","Career/Technical Education Teachers, Secondary School",38,59077,"25","Education, Training, and Library"
"34580","Mount Vernon-Anacortes, WA","25-2032","Career/Technical Education Teachers, Secondary School",45,65335,"25","Education, Training, and Library"
"36500","Olympia-Tumwater, WA","25-2032","Career/Technical Education Teachers, Secondary School",113,64768,"25","Education, Training, and Library"
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-2032","Career/Technical Education Teachers, Secondary School",313,62834,"25","Education, Training, and Library"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-2032","Career/Technical Education Teachers, Secondary School",796,65042,"25","Education, Training, and Library"
"44060","Spokane-Spokane Valley, WA","25-2032","Career/Technical Education Teachers, Secondary School",228,65457,"25","Education, Training, and Library"
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-2032","Career/Technical Education Teachers, Secondary School",325,63746,"25","Education, Training, and Library"
"47460","Walla Walla, WA","25-2032","Career/Technical Education Teachers, Secondary School",37,62338,"25","Education, Training, and Library"
"48300","Wenatchee, WA","25-2032","Career/Technical Education Teachers, Secondary School",81,63067,"25","Education, Training, and Library"
"49420","Yakima, WA","25-2032","Career/Technical Education Teachers, Secondary School",149,63118,"25","Education, Training, and Library"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","25-2032","Career/Technical Education Teachers, Secondary School",70,60120,"25","Education, Training, and Library"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","25-2032","Career/Technical Education Teachers, Secondary School",114,62429,"25","Education, Training, and Library"
"530003","Central WA Nonmetropolitan Area (NMA)","25-2032","Career/Technical Education Teachers, Secondary School",60,64039,"25","Education, Training, and Library"
"530004","Eastern WA Nonmetropolitan Area (NMA)","25-2032","Career/Technical Education Teachers, Secondary School",126,62976,"25","Education, Training, and Library"
"13380","Bellingham, WA","43-5011","Cargo & Freight Agents",112,41895,"43","Office and Administrative Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-5011","Cargo & Freight Agents",738,57151,"43","Office and Administrative Support"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-5011","Cargo & Freight Agents",1353,51259,"43","Office and Administrative Support"
"44060","Spokane-Spokane Valley, WA","43-5011","Cargo & Freight Agents",44,41548,"43","Office and Administrative Support"
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-5011","Cargo & Freight Agents",174,43060,"43","Office and Administrative Support"
"49420","Yakima, WA","43-5011","Cargo & Freight Agents",69,39251.89,"43","Office and Administrative Support"
"13380","Bellingham, WA","47-3012","Carpenter Helpers",14,41091,"47","Construction and Extraction"
"28420","Kennewick-Richland, WA","47-3012","Carpenter Helpers",68,26039,"47","Construction and Extraction"
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-3012","Carpenter Helpers",459,32184,"47","Construction and Extraction"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-3012","Carpenter Helpers",450,32958,"47","Construction and Extraction"
"45104","Tacoma-Lakewood, WA Metropolitan Division","47-3012","Carpenter Helpers",89,28505,"47","Construction and Extraction"
"13380","Bellingham, WA","47-2031","Carpenters",805,59935,"47","Construction and Extraction"
"14740","Bremerton-Silverdale, WA","47-2031","Carpenters",808,55094,"47","Construction and Extraction"
"28420","Kennewick-Richland, WA","47-2031","Carpenters",771,42324,"47","Construction and Extraction"
"30300","Lewiston, ID-WA","47-2031","Carpenters",160,44373,"47","Construction and Extraction"
"31020","Longview, WA","47-2031","Carpenters",191,64225,"47","Construction and Extraction"
"34580","Mount Vernon-Anacortes, WA","47-2031","Carpenters",334,51221,"47","Construction and Extraction"
"36500","Olympia-Tumwater, WA","47-2031","Carpenters",628,62666,"47","Construction and Extraction"
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-2031","Carpenters",8578,52200,"47","Construction and Extraction"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-2031","Carpenters",12496,61321,"47","Construction and Extraction"
"44060","Spokane-Spokane Valley, WA","47-2031","Carpenters",1400,50895,"47","Construction and Extraction"
"45104","Tacoma-Lakewood, WA Metropolitan Division","47-2031","Carpenters",2620,53219,"47","Construction and Extraction"
"47460","Walla Walla, WA","47-2031","Carpenters",116,46768,"47","Construction and Extraction"
"48300","Wenatchee, WA","47-2031","Carpenters",339,45932,"47","Construction and Extraction"
"49420","Yakima, WA","47-2031","Carpenters",546,46554,"47","Construction and Extraction"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","47-2031","Carpenters",643,53392,"47","Construction and Extraction"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","47-2031","Carpenters",667,45565,"47","Construction and Extraction"
"530003","Central WA Nonmetropolitan Area (NMA)","47-2031","Carpenters",224,49642,"47","Construction and Extraction"
"530004","Eastern WA Nonmetropolitan Area (NMA)","47-2031","Carpenters",186,45647,"47","Construction and Extraction"
"28420","Kennewick-Richland, WA","47-2041","Carpet Installers",37,41366,"47","Construction and Extraction"
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-2041","Carpet Installers",347,41387,"47","Construction and Extraction"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-2041","Carpet Installers",260,46187,"47","Construction and Extraction"
"45104","Tacoma-Lakewood, WA Metropolitan Division","47-2041","Carpet Installers",182,41550,"47","Construction and Extraction"
"48300","Wenatchee, WA","47-2041","Carpet Installers",46,50671,"47","Construction and Extraction"
