"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage"
"48300","Wenatchee, WA","11-9111","Medical & Health Services Managers",137,87940
"49420","Yakima, WA","11-9111","Medical & Health Services Managers",175.7,129206
"530001","Northwestern WA Nonmetropolitan Area (NMA)","11-9111","Medical & Health Services Managers",105.6,102328
"530002","Southwestern WA Nonmetropolitan Area (NMA)","11-9111","Medical & Health Services Managers",86.3,88787
"530003","Central WA Nonmetropolitan Area (NMA)","11-9111","Medical & Health Services Managers",70.2,82848
"530004","Eastern WA Nonmetropolitan Area (NMA)","11-9111","Medical & Health Services Managers",105.9,103155
"53","Washington","51-9082","Medical Appliance Technicians",120.8,53755
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-9082","Medical Appliance Technicians",102.5,46986
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-9082","Medical Appliance Technicians",60.9,55113
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-9082","Medical Appliance Technicians",NA,65067
"53","Washington","31-9092","Medical Assistants",12946.6,39052
"13380","Bellingham, WA","31-9092","Medical Assistants",504.7,40234
"14740","Bremerton-Silverdale, WA","31-9092","Medical Assistants",405.3,37912
"28420","Kennewick-Richland, WA","31-9092","Medical Assistants",517.5,33475
"30300","Lewiston, ID-WA","31-9092","Medical Assistants",186.8,31534
"31020","Longview, WA","31-9092","Medical Assistants",138.3,37882
"34580","Mount Vernon-Anacortes, WA","31-9092","Medical Assistants",249.1,39176
"36500","Olympia-Tumwater, WA","31-9092","Medical Assistants",412.3,39905
"38900","Portland-Vancouver-Hillsboro, OR-WA","31-9092","Medical Assistants",5833.9,38036
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","31-9092","Medical Assistants",5683.3,41394
"44060","Spokane-Spokane Valley, WA","31-9092","Medical Assistants",1173.6,36423
"45104","Tacoma-Lakewood, WA Metropolitan Division","31-9092","Medical Assistants",1252.6,38765
"47460","Walla Walla, WA","31-9092","Medical Assistants",126.8,32160
"48300","Wenatchee, WA","31-9092","Medical Assistants",396.2,36895
"49420","Yakima, WA","31-9092","Medical Assistants",564.9,35149
"530001","Northwestern WA Nonmetropolitan Area (NMA)","31-9092","Medical Assistants",186.4,36320
"530002","Southwestern WA Nonmetropolitan Area (NMA)","31-9092","Medical Assistants",225.9,35683
"530003","Central WA Nonmetropolitan Area (NMA)","31-9092","Medical Assistants",142.6,32859
"530004","Eastern WA Nonmetropolitan Area (NMA)","31-9092","Medical Assistants",173.3,36382
"53","Washington","31-9093","Medical Equipment Preparers",1760.4,40665
"13380","Bellingham, WA","31-9093","Medical Equipment Preparers",NA,39011
"14740","Bremerton-Silverdale, WA","31-9093","Medical Equipment Preparers",NA,28719
"28420","Kennewick-Richland, WA","31-9093","Medical Equipment Preparers",70.6,39823
"31020","Longview, WA","31-9093","Medical Equipment Preparers",NA,37512
"34580","Mount Vernon-Anacortes, WA","31-9093","Medical Equipment Preparers",23.7,40039
"36500","Olympia-Tumwater, WA","31-9093","Medical Equipment Preparers",147.2,41733
"38900","Portland-Vancouver-Hillsboro, OR-WA","31-9093","Medical Equipment Preparers",798.5,44661
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","31-9093","Medical Equipment Preparers",648.2,42586
"44060","Spokane-Spokane Valley, WA","31-9093","Medical Equipment Preparers",197.7,38806
"45104","Tacoma-Lakewood, WA Metropolitan Division","31-9093","Medical Equipment Preparers",244.5,42309
"49420","Yakima, WA","31-9093","Medical Equipment Preparers",35.5,34235
"530001","Northwestern WA Nonmetropolitan Area (NMA)","31-9093","Medical Equipment Preparers",NA,43346
"530003","Central WA Nonmetropolitan Area (NMA)","31-9093","Medical Equipment Preparers",NA,36618
"53","Washington","49-9062","Medical Equipment Repairers",1077.9,56171
"28420","Kennewick-Richland, WA","49-9062","Medical Equipment Repairers",NA,72114
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-9062","Medical Equipment Repairers",269,62090
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-9062","Medical Equipment Repairers",616.6,58056
"44060","Spokane-Spokane Valley, WA","49-9062","Medical Equipment Repairers",56.9,58411
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-9062","Medical Equipment Repairers",250.1,52836
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-9062","Medical Equipment Repairers",14.6,46147
"53","Washington","29-2071","Medical Records & Health Information Technicians",4513.3,44789
"13380","Bellingham, WA","29-2071","Medical Records & Health Information Technicians",67.4,36161
"14740","Bremerton-Silverdale, WA","29-2071","Medical Records & Health Information Technicians",120.3,43807
"28420","Kennewick-Richland, WA","29-2071","Medical Records & Health Information Technicians",155.4,36587
"30300","Lewiston, ID-WA","29-2071","Medical Records & Health Information Technicians",46.8,37933
"31020","Longview, WA","29-2071","Medical Records & Health Information Technicians",51.4,47574
"34580","Mount Vernon-Anacortes, WA","29-2071","Medical Records & Health Information Technicians",89.7,37741
"36500","Olympia-Tumwater, WA","29-2071","Medical Records & Health Information Technicians",137,38632
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-2071","Medical Records & Health Information Technicians",2466.3,46561
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-2071","Medical Records & Health Information Technicians",2205.7,48495
"44060","Spokane-Spokane Valley, WA","29-2071","Medical Records & Health Information Technicians",387.5,39736
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-2071","Medical Records & Health Information Technicians",486.2,43169
"47460","Walla Walla, WA","29-2071","Medical Records & Health Information Technicians",40.8,38136
"48300","Wenatchee, WA","29-2071","Medical Records & Health Information Technicians",67,40546
"49420","Yakima, WA","29-2071","Medical Records & Health Information Technicians",210.5,39554
"530001","Northwestern WA Nonmetropolitan Area (NMA)","29-2071","Medical Records & Health Information Technicians",76.3,43766
"530002","Southwestern WA Nonmetropolitan Area (NMA)","29-2071","Medical Records & Health Information Technicians",115.6,44060
"530003","Central WA Nonmetropolitan Area (NMA)","29-2071","Medical Records & Health Information Technicians",29.8,45346
"530004","Eastern WA Nonmetropolitan Area (NMA)","29-2071","Medical Records & Health Information Technicians",59.3,39716
"53","Washington","19-1042","Medical Scientists, Except Epidemiologists",4434,85821
"28420","Kennewick-Richland, WA","19-1042","Medical Scientists, Except Epidemiologists",50.3,98023
"34580","Mount Vernon-Anacortes, WA","19-1042","Medical Scientists, Except Epidemiologists",NA,96525
"38900","Portland-Vancouver-Hillsboro, OR-WA","19-1042","Medical Scientists, Except Epidemiologists",1808.5,77457
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","19-1042","Medical Scientists, Except Epidemiologists",4240.2,85862
"44060","Spokane-Spokane Valley, WA","19-1042","Medical Scientists, Except Epidemiologists",NA,62054
"53","Washington","43-6013","Medical Secretaries",8419.6,43366
"13380","Bellingham, WA","43-6013","Medical Secretaries",182.5,40047
"14740","Bremerton-Silverdale, WA","43-6013","Medical Secretaries",93,44121
"28420","Kennewick-Richland, WA","43-6013","Medical Secretaries",385.6,36525
"30300","Lewiston, ID-WA","43-6013","Medical Secretaries",35.6,39639
"31020","Longview, WA","43-6013","Medical Secretaries",NA,43488
"34580","Mount Vernon-Anacortes, WA","43-6013","Medical Secretaries",120.9,39445
"36500","Olympia-Tumwater, WA","43-6013","Medical Secretaries",270.8,47685
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-6013","Medical Secretaries",6419.8,40670
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-6013","Medical Secretaries",4408.1,45796
"44060","Spokane-Spokane Valley, WA","43-6013","Medical Secretaries",932.8,40548
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-6013","Medical Secretaries",887.8,43213
"48300","Wenatchee, WA","43-6013","Medical Secretaries",101.7,40834
"49420","Yakima, WA","43-6013","Medical Secretaries",282.7,37117
"530001","Northwestern WA Nonmetropolitan Area (NMA)","43-6013","Medical Secretaries",95.9,39445
"530002","Southwestern WA Nonmetropolitan Area (NMA)","43-6013","Medical Secretaries",113,41701
"530003","Central WA Nonmetropolitan Area (NMA)","43-6013","Medical Secretaries",47.5,34707
"530004","Eastern WA Nonmetropolitan Area (NMA)","43-6013","Medical Secretaries",154.7,35534
"53","Washington","31-9094","Medical Transcriptionists",1617.6,46715
"13380","Bellingham, WA","31-9094","Medical Transcriptionists",NA,39248
"28420","Kennewick-Richland, WA","31-9094","Medical Transcriptionists",NA,52950
"30300","Lewiston, ID-WA","31-9094","Medical Transcriptionists",34.6,38354
"34580","Mount Vernon-Anacortes, WA","31-9094","Medical Transcriptionists",32.1,33578
"36500","Olympia-Tumwater, WA","31-9094","Medical Transcriptionists",25.1,42627
"38900","Portland-Vancouver-Hillsboro, OR-WA","31-9094","Medical Transcriptionists",548.5,42237
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","31-9094","Medical Transcriptionists",859.7,47424
"44060","Spokane-Spokane Valley, WA","31-9094","Medical Transcriptionists",133.4,48040
"45104","Tacoma-Lakewood, WA Metropolitan Division","31-9094","Medical Transcriptionists",291.4,48965
"48300","Wenatchee, WA","31-9094","Medical Transcriptionists",35.5,40008
"49420","Yakima, WA","31-9094","Medical Transcriptionists",47.2,50115
"530001","Northwestern WA Nonmetropolitan Area (NMA)","31-9094","Medical Transcriptionists",NA,32920
"530002","Southwestern WA Nonmetropolitan Area (NMA)","31-9094","Medical Transcriptionists",25.9,44692
"530003","Central WA Nonmetropolitan Area (NMA)","31-9094","Medical Transcriptionists",13.3,37738
"530004","Eastern WA Nonmetropolitan Area (NMA)","31-9094","Medical Transcriptionists",41.2,37645
"13380","Bellingham, WA","13-1121","Meeting, Convention & Event Planners",55.4,40786
"14740","Bremerton-Silverdale, WA","13-1121","Meeting, Convention & Event Planners",18.6,54001
"28420","Kennewick-Richland, WA","13-1121","Meeting, Convention & Event Planners",22.2,43766
"34580","Mount Vernon-Anacortes, WA","13-1121","Meeting, Convention & Event Planners",40.7,51909
"36500","Olympia-Tumwater, WA","13-1121","Meeting, Convention & Event Planners",91.1,38746
"38900","Portland-Vancouver-Hillsboro, OR-WA","13-1121","Meeting, Convention & Event Planners",1069.6,50940
"44060","Spokane-Spokane Valley, WA","13-1121","Meeting, Convention & Event Planners",135.5,48940
"45104","Tacoma-Lakewood, WA Metropolitan Division","13-1121","Meeting, Convention & Event Planners",226,46491
"48300","Wenatchee, WA","13-1121","Meeting, Convention & Event Planners",17.1,38205
"49420","Yakima, WA","13-1121","Meeting, Convention & Event Planners",NA,40123
"530001","Northwestern WA Nonmetropolitan Area (NMA)","13-1121","Meeting, Convention & Event Planners",53,50154
"530002","Southwestern WA Nonmetropolitan Area (NMA)","13-1121","Meeting, Convention & Event Planners",13.3,42848
"530003","Central WA Nonmetropolitan Area (NMA)","13-1121","Meeting, Convention & Event Planners",17.4,47960
"530004","Eastern WA Nonmetropolitan Area (NMA)","13-1121","Meeting, Convention & Event Planners",33.7,47266
"53","Washington","21-1023","Mental Health & Substance Abuse Social Workers",2298.2,52637
"14740","Bremerton-Silverdale, WA","21-1023","Mental Health & Substance Abuse Social Workers",27.2,52971
"28420","Kennewick-Richland, WA","21-1023","Mental Health & Substance Abuse Social Workers",48.7,50946
"30300","Lewiston, ID-WA","21-1023","Mental Health & Substance Abuse Social Workers",16.1,32880
"31020","Longview, WA","21-1023","Mental Health & Substance Abuse Social Workers",NA,79047
"34580","Mount Vernon-Anacortes, WA","21-1023","Mental Health & Substance Abuse Social Workers",11,57336
"36500","Olympia-Tumwater, WA","21-1023","Mental Health & Substance Abuse Social Workers",52.5,45164
"38900","Portland-Vancouver-Hillsboro, OR-WA","21-1023","Mental Health & Substance Abuse Social Workers",968.7,43726
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","21-1023","Mental Health & Substance Abuse Social Workers",1050.8,57852
"44060","Spokane-Spokane Valley, WA","21-1023","Mental Health & Substance Abuse Social Workers",450.6,47128
"45104","Tacoma-Lakewood, WA Metropolitan Division","21-1023","Mental Health & Substance Abuse Social Workers",348.2,48394
"49420","Yakima, WA","21-1023","Mental Health & Substance Abuse Social Workers",35.4,51250
"530001","Northwestern WA Nonmetropolitan Area (NMA)","21-1023","Mental Health & Substance Abuse Social Workers",39.6,47310
"530002","Southwestern WA Nonmetropolitan Area (NMA)","21-1023","Mental Health & Substance Abuse Social Workers",63.8,42824
"530003","Central WA Nonmetropolitan Area (NMA)","21-1023","Mental Health & Substance Abuse Social Workers",NA,46510
"53","Washington","21-1014","Mental Health Counselors",4048.7,46784
"13380","Bellingham, WA","21-1014","Mental Health Counselors",NA,52900
"14740","Bremerton-Silverdale, WA","21-1014","Mental Health Counselors",111.3,44242
"28420","Kennewick-Richland, WA","21-1014","Mental Health Counselors",49.8,42713
"30300","Lewiston, ID-WA","21-1014","Mental Health Counselors",25.7,55341
"31020","Longview, WA","21-1014","Mental Health Counselors",51.3,55776
"34580","Mount Vernon-Anacortes, WA","21-1014","Mental Health Counselors",47.2,61406
"36500","Olympia-Tumwater, WA","21-1014","Mental Health Counselors",140.3,53346
"38900","Portland-Vancouver-Hillsboro, OR-WA","21-1014","Mental Health Counselors",2095.6,57579
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","21-1014","Mental Health Counselors",1522.2,45103
"44060","Spokane-Spokane Valley, WA","21-1014","Mental Health Counselors",662.4,42065
"45104","Tacoma-Lakewood, WA Metropolitan Division","21-1014","Mental Health Counselors",630.2,50480
"47460","Walla Walla, WA","21-1014","Mental Health Counselors",31.9,50480
"48300","Wenatchee, WA","21-1014","Mental Health Counselors",42.2,68829
"49420","Yakima, WA","21-1014","Mental Health Counselors",141.9,39695
"530001","Northwestern WA Nonmetropolitan Area (NMA)","21-1014","Mental Health Counselors",66.8,53933
"530002","Southwestern WA Nonmetropolitan Area (NMA)","21-1014","Mental Health Counselors",103.3,49974
"530003","Central WA Nonmetropolitan Area (NMA)","21-1014","Mental Health Counselors",NA,50642
"530004","Eastern WA Nonmetropolitan Area (NMA)","21-1014","Mental Health Counselors",27.4,46045
"53","Washington","27-1026","Merchandise Displayers & Window Trimmers",1876.2,33964
"13380","Bellingham, WA","27-1026","Merchandise Displayers & Window Trimmers",NA,31007
"14740","Bremerton-Silverdale, WA","27-1026","Merchandise Displayers & Window Trimmers",33.5,33275
"28420","Kennewick-Richland, WA","27-1026","Merchandise Displayers & Window Trimmers",53.7,27929
"30300","Lewiston, ID-WA","27-1026","Merchandise Displayers & Window Trimmers",14.3,27503
"36500","Olympia-Tumwater, WA","27-1026","Merchandise Displayers & Window Trimmers",29.5,34865
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-1026","Merchandise Displayers & Window Trimmers",1401.4,36344
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-1026","Merchandise Displayers & Window Trimmers",1333.6,33751
"44060","Spokane-Spokane Valley, WA","27-1026","Merchandise Displayers & Window Trimmers",NA,34470
"45104","Tacoma-Lakewood, WA Metropolitan Division","27-1026","Merchandise Displayers & Window Trimmers",180.1,40465
"48300","Wenatchee, WA","27-1026","Merchandise Displayers & Window Trimmers",NA,33934
"49420","Yakima, WA","27-1026","Merchandise Displayers & Window Trimmers",18.9,32739
"530002","Southwestern WA Nonmetropolitan Area (NMA)","27-1026","Merchandise Displayers & Window Trimmers",21.8,29174
"53","Washington","51-4199","Metal Workers & Plastic Workers, All Other",546.3,43126
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-4199","Metal Workers & Plastic Workers, All Other",1168.1,30027
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-4199","Metal Workers & Plastic Workers, All Other",232.1,NA
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-4199","Metal Workers & Plastic Workers, All Other",77.3,NA
"53","Washington","51-4051","Metal-Refining Furnace Operators & Tenders",592.6,43892
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-4051","Metal-Refining Furnace Operators & Tenders",137.6,42728
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-4051","Metal-Refining Furnace Operators & Tenders",13.5,44270
"44060","Spokane-Spokane Valley, WA","51-4051","Metal-Refining Furnace Operators & Tenders",NA,43902
"53","Washington","43-5041","Meter Readers, Utilities",606.6,48379
"28420","Kennewick-Richland, WA","43-5041","Meter Readers, Utilities",31.1,50748
"34580","Mount Vernon-Anacortes, WA","43-5041","Meter Readers, Utilities",11.7,62971
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-5041","Meter Readers, Utilities",173.4,37658
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-5041","Meter Readers, Utilities",125.1,54036
"44060","Spokane-Spokane Valley, WA","43-5041","Meter Readers, Utilities",91.2,46725
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-5041","Meter Readers, Utilities",73.1,57181
"48300","Wenatchee, WA","43-5041","Meter Readers, Utilities",25.9,48624
"530001","Northwestern WA Nonmetropolitan Area (NMA)","43-5041","Meter Readers, Utilities",18.6,49942
"530002","Southwestern WA Nonmetropolitan Area (NMA)","43-5041","Meter Readers, Utilities",29.4,55006
"530004","Eastern WA Nonmetropolitan Area (NMA)","43-5041","Meter Readers, Utilities",60.8,NA
"53","Washington","19-1022","Microbiologists",288.5,72343
"38900","Portland-Vancouver-Hillsboro, OR-WA","19-1022","Microbiologists",62.3,72920
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","19-1022","Microbiologists",173.5,72657
"45104","Tacoma-Lakewood, WA Metropolitan Division","19-1022","Microbiologists",22.1,66500
"530002","Southwestern WA Nonmetropolitan Area (NMA)","19-1022","Microbiologists",NA,48657
"53","Washington","25-2022","Middle School Teachers (Except Special Ed & Vocational)",9946.2,62834
"13380","Bellingham, WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",330.6,64616
"14740","Bremerton-Silverdale, WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",311.1,62935
"28420","Kennewick-Richland, WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",581.4,61599
"30300","Lewiston, ID-WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",48.8,57872
"31020","Longview, WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",126.7,60262
"34580","Mount Vernon-Anacortes, WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",162,61994
"36500","Olympia-Tumwater, WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",383.8,61943
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",2619.7,72738
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-2022","Middle School Teachers (Except Special Ed & Vocational)",3654,63796
"44060","Spokane-Spokane Valley, WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",834.2,64211
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-2022","Middle School Teachers (Except Special Ed & Vocational)",1178.3,63371
"47460","Walla Walla, WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",112,57538
"48300","Wenatchee, WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",157.8,62561
"49420","Yakima, WA","25-2022","Middle School Teachers (Except Special Ed & Vocational)",410,60414
"530001","Northwestern WA Nonmetropolitan Area (NMA)","25-2022","Middle School Teachers (Except Special Ed & Vocational)",233.4,61619
"530002","Southwestern WA Nonmetropolitan Area (NMA)","25-2022","Middle School Teachers (Except Special Ed & Vocational)",246.4,60839
"530003","Central WA Nonmetropolitan Area (NMA)","25-2022","Middle School Teachers (Except Special Ed & Vocational)",152,59736
"530004","Eastern WA Nonmetropolitan Area (NMA)","25-2022","Middle School Teachers (Except Special Ed & Vocational)",294,59908
"53","Washington","51-4035","Milling/Planing Mach Setters, Oprs/Tenders, Metal/Plastic",346.1,54071
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-4035","Milling/Planing Mach Setters, Oprs/Tenders, Metal/Plastic",52.6,41217
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-4035","Milling/Planing Mach Setters, Oprs/Tenders, Metal/Plastic",198,52683
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-4035","Milling/Planing Mach Setters, Oprs/Tenders, Metal/Plastic",49.8,64679
"53","Washington","49-9044","Millwrights",1419.7,66337
"28420","Kennewick-Richland, WA","49-9044","Millwrights",42.4,90489
"31020","Longview, WA","49-9044","Millwrights",214.4,67756
"34580","Mount Vernon-Anacortes, WA","49-9044","Millwrights",NA,58188
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-9044","Millwrights",614.7,55147
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-9044","Millwrights",256.3,81540
"44060","Spokane-Spokane Valley, WA","49-9044","Millwrights",244.4,50991
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-9044","Millwrights",80.4,59657
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-9044","Millwrights",284.8,62982
"53","Washington","17-2151","Mining & Geological Engineers (Inc Mining Safety)",102.7,104018
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-2151","Mining & Geological Engineers (Inc Mining Safety)",64,104676
"44060","Spokane-Spokane Valley, WA","17-2151","Mining & Geological Engineers (Inc Mining Safety)",15.7,82439
"53","Washington","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",1453.1,41636
"13380","Bellingham, WA","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",66.1,35010
"28420","Kennewick-Richland, WA","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",210.8,39481
"31020","Longview, WA","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",31.2,47404
"34580","Mount Vernon-Anacortes, WA","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",18.4,38603
"36500","Olympia-Tumwater, WA","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",20.9,51560
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",599.8,40247
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",539.2,43034
"44060","Spokane-Spokane Valley, WA","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",42.6,38624
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",131.3,45577
"49420","Yakima, WA","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",41.4,38460
"530001","Northwestern WA Nonmetropolitan Area (NMA)","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",14.7,41789
"530002","Southwestern WA Nonmetropolitan Area (NMA)","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",83.1,49497
"530004","Eastern WA Nonmetropolitan Area (NMA)","51-9023","Mixing & Blending Machine Setters,Operators & Tenders",95.7,41554
"53","Washington","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",3527.9,55056
"13380","Bellingham, WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",99.1,60620
"14740","Bremerton-Silverdale, WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",168.9,57711
"28420","Kennewick-Richland, WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",129.7,50728
"30300","Lewiston, ID-WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",53.9,45235
"31020","Longview, WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",95.1,54762
"34580","Mount Vernon-Anacortes, WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",71.3,52755
"36500","Olympia-Tumwater, WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",90.4,57113
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",1237.6,51752
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",1375,54286
"44060","Spokane-Spokane Valley, WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",354.4,55228
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",392.9,62678
"47460","Walla Walla, WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",14.3,53535
"48300","Wenatchee, WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",70.5,53353
"49420","Yakima, WA","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",43.9,41788
"530001","Northwestern WA Nonmetropolitan Area (NMA)","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",70.2,48600
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",245.2,52421
"530003","Central WA Nonmetropolitan Area (NMA)","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",44.7,69479
"530004","Eastern WA Nonmetropolitan Area (NMA)","49-3042","Mobile Heavy Equipment Mechanics, Except Engines",72.7,48985
"53","Washington","51-4061","Model Makers, Metal & Plastic",111.5,73889
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-4061","Model Makers, Metal & Plastic",19.5,67875
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-4061","Model Makers, Metal & Plastic",68.9,NA
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-4061","Model Makers, Metal & Plastic",NA,63291
"53","Washington","41-9012","Models",NA,35070
"38900","Portland-Vancouver-Hillsboro, OR-WA","41-9012","Models",150.2,36450
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","41-9012","Models",27.8,34370
"53","Washington","51-4072","Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",2426.6,38083
"13380","Bellingham, WA","51-4072","Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",120.6,38848
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-4072","Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",1036.4,32845
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-4072","Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",852.1,35214
"44060","Spokane-Spokane Valley, WA","51-4072","Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",373.1,41248
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-4072","Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",338.3,39287
"49420","Yakima, WA","51-4072","Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",274.2,33059
"530001","Northwestern WA Nonmetropolitan Area (NMA)","51-4072","Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",NA,49671
"530002","Southwestern WA Nonmetropolitan Area (NMA)","51-4072","Mold/Coremaking/Casting Mach Set/Oprs/Tend, Metal/Plastic",10.9,32610
"53","Washington","51-9195","Molders, Shapers & Casters, Except Metal & Plastic",590,38267
"13380","Bellingham, WA","51-9195","Molders, Shapers & Casters, Except Metal & Plastic",13.3,34540
"14740","Bremerton-Silverdale, WA","51-9195","Molders, Shapers & Casters, Except Metal & Plastic",NA,47741
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-9195","Molders, Shapers & Casters, Except Metal & Plastic",269.4,39104
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-9195","Molders, Shapers & Casters, Except Metal & Plastic",213.9,43463
"44060","Spokane-Spokane Valley, WA","51-9195","Molders, Shapers & Casters, Except Metal & Plastic",108.8,33795
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-9195","Molders, Shapers & Casters, Except Metal & Plastic",101.6,35734
"53","Washington","39-4031","Morticians, Undertakers & Funeral Directors",296.4,55775
"30300","Lewiston, ID-WA","39-4031","Morticians, Undertakers & Funeral Directors",13.3,62780
"36500","Olympia-Tumwater, WA","39-4031","Morticians, Undertakers & Funeral Directors",16.5,50793
