"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage"
"53","Washington","39-9032","Recreation Workers",6124.2,31780
"13380","Bellingham, WA","39-9032","Recreation Workers",263.2,33290
"14740","Bremerton-Silverdale, WA","39-9032","Recreation Workers",267.1,29952
"28420","Kennewick-Richland, WA","39-9032","Recreation Workers",140.5,28380
"30300","Lewiston, ID-WA","39-9032","Recreation Workers",21.3,23830
"31020","Longview, WA","39-9032","Recreation Workers",71.7,26870
"34580","Mount Vernon-Anacortes, WA","39-9032","Recreation Workers",67.6,32510
"36500","Olympia-Tumwater, WA","39-9032","Recreation Workers",150.4,28688
"38900","Portland-Vancouver-Hillsboro, OR-WA","39-9032","Recreation Workers",2534,29438
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","39-9032","Recreation Workers",3109.5,32890
"44060","Spokane-Spokane Valley, WA","39-9032","Recreation Workers",375.9,29541
"45104","Tacoma-Lakewood, WA Metropolitan Division","39-9032","Recreation Workers",612.1,30137
"47460","Walla Walla, WA","39-9032","Recreation Workers",38.2,33876
"48300","Wenatchee, WA","39-9032","Recreation Workers",57.7,29972
"49420","Yakima, WA","39-9032","Recreation Workers",84.6,32047
"530001","Northwestern WA Nonmetropolitan Area (NMA)","39-9032","Recreation Workers",148,28339
"530002","Southwestern WA Nonmetropolitan Area (NMA)","39-9032","Recreation Workers",135.4,31061
"530003","Central WA Nonmetropolitan Area (NMA)","39-9032","Recreation Workers",70.1,32345
"530004","Eastern WA Nonmetropolitan Area (NMA)","39-9032","Recreation Workers",120.2,30024
"53","Washington","29-1125","Recreational Therapists",240.3,53245
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-1125","Recreational Therapists",62.9,58217
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-1125","Recreational Therapists",85.3,64606
"44060","Spokane-Spokane Valley, WA","29-1125","Recreational Therapists",40.1,48191
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-1125","Recreational Therapists",43.8,50288
"53","Washington","49-3092","Recreational Vehicle Service Technicians",600.6,44971
"28420","Kennewick-Richland, WA","49-3092","Recreational Vehicle Service Technicians",63.8,39792
"34580","Mount Vernon-Anacortes, WA","49-3092","Recreational Vehicle Service Technicians",14.7,41586
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-3092","Recreational Vehicle Service Technicians",96.7,42954
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-3092","Recreational Vehicle Service Technicians",225.2,48285
"44060","Spokane-Spokane Valley, WA","49-3092","Recreational Vehicle Service Technicians",51.1,43461
"49420","Yakima, WA","49-3092","Recreational Vehicle Service Technicians",20.2,30660
"530001","Northwestern WA Nonmetropolitan Area (NMA)","49-3092","Recreational Vehicle Service Technicians",NA,41586
"53","Washington","49-9045","Refractory Materials Repairers, Except Brickmasons",12.3,NA
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-9045","Refractory Materials Repairers, Except Brickmasons",40.2,44069
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-9045","Refractory Materials Repairers, Except Brickmasons",12.3,NA
"53","Washington","53-7081","Refuse & Recyclable Material Collectors",1887.9,47587
"14740","Bremerton-Silverdale, WA","53-7081","Refuse & Recyclable Material Collectors",70.5,NA
"28420","Kennewick-Richland, WA","53-7081","Refuse & Recyclable Material Collectors",90.7,43511
"34580","Mount Vernon-Anacortes, WA","53-7081","Refuse & Recyclable Material Collectors",33.5,58473
"38900","Portland-Vancouver-Hillsboro, OR-WA","53-7081","Refuse & Recyclable Material Collectors",918.7,50329
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","53-7081","Refuse & Recyclable Material Collectors",809.6,42504
"44060","Spokane-Spokane Valley, WA","53-7081","Refuse & Recyclable Material Collectors",106.7,54899
"45104","Tacoma-Lakewood, WA Metropolitan Division","53-7081","Refuse & Recyclable Material Collectors",336.4,56450
"530001","Northwestern WA Nonmetropolitan Area (NMA)","53-7081","Refuse & Recyclable Material Collectors",43.4,47793
"530002","Southwestern WA Nonmetropolitan Area (NMA)","53-7081","Refuse & Recyclable Material Collectors",NA,53297
"530003","Central WA Nonmetropolitan Area (NMA)","53-7081","Refuse & Recyclable Material Collectors",NA,37421
"530004","Eastern WA Nonmetropolitan Area (NMA)","53-7081","Refuse & Recyclable Material Collectors",50.7,41036
"53","Washington","29-1141","Registered Nurses",55345.7,81133
"13380","Bellingham, WA","29-1141","Registered Nurses",1268.2,80322
"14740","Bremerton-Silverdale, WA","29-1141","Registered Nurses",1231.3,NA
"28420","Kennewick-Richland, WA","29-1141","Registered Nurses",1412.2,65690
"30300","Lewiston, ID-WA","29-1141","Registered Nurses",766.2,68637
"31020","Longview, WA","29-1141","Registered Nurses",NA,58561
"34580","Mount Vernon-Anacortes, WA","29-1141","Registered Nurses",675.6,72140
"36500","Olympia-Tumwater, WA","29-1141","Registered Nurses",1830.7,85538
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-1141","Registered Nurses",22693.5,89872
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-1141","Registered Nurses",26118.9,83796
"44060","Spokane-Spokane Valley, WA","29-1141","Registered Nurses",5701.1,81578
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-1141","Registered Nurses",6501.8,83887
"47460","Walla Walla, WA","29-1141","Registered Nurses",696,76900
"48300","Wenatchee, WA","29-1141","Registered Nurses",1106.7,76930
"49420","Yakima, WA","29-1141","Registered Nurses",1506.6,71634
"530001","Northwestern WA Nonmetropolitan Area (NMA)","29-1141","Registered Nurses",924.2,77852
"530002","Southwestern WA Nonmetropolitan Area (NMA)","29-1141","Registered Nurses",1143.3,78044
"530003","Central WA Nonmetropolitan Area (NMA)","29-1141","Registered Nurses",517.7,73285
"530004","Eastern WA Nonmetropolitan Area (NMA)","29-1141","Registered Nurses",855.8,76961
"53","Washington","21-1015","Rehabilitation Counselors",4879.6,46278
"13380","Bellingham, WA","21-1015","Rehabilitation Counselors",84,53720
"14740","Bremerton-Silverdale, WA","21-1015","Rehabilitation Counselors",101.7,40556
"28420","Kennewick-Richland, WA","21-1015","Rehabilitation Counselors",51,43543
"30300","Lewiston, ID-WA","21-1015","Rehabilitation Counselors",48.8,40941
"31020","Longview, WA","21-1015","Rehabilitation Counselors",NA,48789
"34580","Mount Vernon-Anacortes, WA","21-1015","Rehabilitation Counselors",54.3,41427
"36500","Olympia-Tumwater, WA","21-1015","Rehabilitation Counselors",142.9,63604
"38900","Portland-Vancouver-Hillsboro, OR-WA","21-1015","Rehabilitation Counselors",1052.9,41721
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","21-1015","Rehabilitation Counselors",1954.1,48131
"44060","Spokane-Spokane Valley, WA","21-1015","Rehabilitation Counselors",706.7,43908
"45104","Tacoma-Lakewood, WA Metropolitan Division","21-1015","Rehabilitation Counselors",1010.5,40668
"47460","Walla Walla, WA","21-1015","Rehabilitation Counselors",11.1,46764
"48300","Wenatchee, WA","21-1015","Rehabilitation Counselors",33.4,57052
"49420","Yakima, WA","21-1015","Rehabilitation Counselors",290.9,40222
"530001","Northwestern WA Nonmetropolitan Area (NMA)","21-1015","Rehabilitation Counselors",79.1,NA
"530002","Southwestern WA Nonmetropolitan Area (NMA)","21-1015","Rehabilitation Counselors",93,53650
"530003","Central WA Nonmetropolitan Area (NMA)","21-1015","Rehabilitation Counselors",52.4,51847
"530004","Eastern WA Nonmetropolitan Area (NMA)","21-1015","Rehabilitation Counselors",88.4,54328
"53","Washington","47-2171","Reinforcing Iron & Rebar Workers",556.6,65377
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-2171","Reinforcing Iron & Rebar Workers",340.4,67772
"53","Washington","21-2099","Religious Workers, All Other",398.8,33012
"38900","Portland-Vancouver-Hillsboro, OR-WA","21-2099","Religious Workers, All Other",492.3,28232
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","21-2099","Religious Workers, All Other",305.2,32911
"45104","Tacoma-Lakewood, WA Metropolitan Division","21-2099","Religious Workers, All Other",45.5,28415
"53","Washington","27-3022","Reporters & Correspondents",755.7,47381
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-3022","Reporters & Correspondents",319.4,59310
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-3022","Reporters & Correspondents",399.2,59249
"44060","Spokane-Spokane Valley, WA","27-3022","Reporters & Correspondents",72.7,42845
"45104","Tacoma-Lakewood, WA Metropolitan Division","27-3022","Reporters & Correspondents",NA,49052
"48300","Wenatchee, WA","27-3022","Reporters & Correspondents",24.2,37083
"530002","Southwestern WA Nonmetropolitan Area (NMA)","27-3022","Reporters & Correspondents",37.7,29711
"530003","Central WA Nonmetropolitan Area (NMA)","27-3022","Reporters & Correspondents",14.7,33468
"530004","Eastern WA Nonmetropolitan Area (NMA)","27-3022","Reporters & Correspondents",30.4,26268
"53","Washington","43-4181","Reservation/Transportation Ticket Agents/Travel Clerks",2794.2,38291
"13380","Bellingham, WA","43-4181","Reservation/Transportation Ticket Agents/Travel Clerks",134.4,27212
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-4181","Reservation/Transportation Ticket Agents/Travel Clerks",641.4,41273
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-4181","Reservation/Transportation Ticket Agents/Travel Clerks",2328.1,38710
"44060","Spokane-Spokane Valley, WA","43-4181","Reservation/Transportation Ticket Agents/Travel Clerks",172.6,47103
"53","Washington","39-9041","Residential Advisors",1348.4,30168
"13380","Bellingham, WA","39-9041","Residential Advisors",23.2,34677
"14740","Bremerton-Silverdale, WA","39-9041","Residential Advisors",34.5,25782
"31020","Longview, WA","39-9041","Residential Advisors",24.8,27066
"38900","Portland-Vancouver-Hillsboro, OR-WA","39-9041","Residential Advisors",471.4,34204
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","39-9041","Residential Advisors",731.8,30743
"44060","Spokane-Spokane Valley, WA","39-9041","Residential Advisors",154.3,27107
"45104","Tacoma-Lakewood, WA Metropolitan Division","39-9041","Residential Advisors",72.4,33126
"48300","Wenatchee, WA","39-9041","Residential Advisors",NA,26131
"530001","Northwestern WA Nonmetropolitan Area (NMA)","39-9041","Residential Advisors",21.6,26942
"530004","Eastern WA Nonmetropolitan Area (NMA)","39-9041","Residential Advisors",NA,29449
"53","Washington","29-1126","Respiratory Therapists",2226.8,69588
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-1126","Respiratory Therapists",808.9,70115
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-1126","Respiratory Therapists",857.1,73042
"44060","Spokane-Spokane Valley, WA","29-1126","Respiratory Therapists",359.1,65548
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-1126","Respiratory Therapists",401.1,67209
"47460","Walla Walla, WA","29-1126","Respiratory Therapists",41,71361
"530001","Northwestern WA Nonmetropolitan Area (NMA)","29-1126","Respiratory Therapists",25.7,66368
"530003","Central WA Nonmetropolitan Area (NMA)","29-1126","Respiratory Therapists",16.1,65629
"530004","Eastern WA Nonmetropolitan Area (NMA)","29-1126","Respiratory Therapists",40.1,65254
"53","Washington","29-2054","Respiratory Therapy Technicians",84.8,55493
"53","Washington","41-2031","Retail Salespersons",101852.7,31310
"13380","Bellingham, WA","41-2031","Retail Salespersons",3275.7,29470
"14740","Bremerton-Silverdale, WA","41-2031","Retail Salespersons",3598.4,29880
"28420","Kennewick-Richland, WA","41-2031","Retail Salespersons",3934.2,29710
"30300","Lewiston, ID-WA","41-2031","Retail Salespersons",1008.3,30250
"31020","Longview, WA","41-2031","Retail Salespersons",1341.1,28040
"34580","Mount Vernon-Anacortes, WA","41-2031","Retail Salespersons",2358.1,29950
"36500","Olympia-Tumwater, WA","41-2031","Retail Salespersons",3708.7,28920
"38900","Portland-Vancouver-Hillsboro, OR-WA","41-2031","Retail Salespersons",35690,28760
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","41-2031","Retail Salespersons",47527.7,31890
"44060","Spokane-Spokane Valley, WA","41-2031","Retail Salespersons",8772.1,30940
"45104","Tacoma-Lakewood, WA Metropolitan Division","41-2031","Retail Salespersons",10528.3,34330
"47460","Walla Walla, WA","41-2031","Retail Salespersons",782.8,29740
"48300","Wenatchee, WA","41-2031","Retail Salespersons",1692.9,29190
"49420","Yakima, WA","41-2031","Retail Salespersons",2746.2,31580
"530001","Northwestern WA Nonmetropolitan Area (NMA)","41-2031","Retail Salespersons",1860.9,28070
"530002","Southwestern WA Nonmetropolitan Area (NMA)","41-2031","Retail Salespersons",2208.3,27500
"530003","Central WA Nonmetropolitan Area (NMA)","41-2031","Retail Salespersons",960,29210
"530004","Eastern WA Nonmetropolitan Area (NMA)","41-2031","Retail Salespersons",1523.8,30370
"53","Washington","49-9096","Riggers",988.6,52238
"34580","Mount Vernon-Anacortes, WA","49-9096","Riggers",NA,37866
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-9096","Riggers",159.1,NA
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-9096","Riggers",93.5,61826
"530001","Northwestern WA Nonmetropolitan Area (NMA)","49-9096","Riggers",60.8,39427
"53","Washington","47-5051","Rock Splitters, Quarry",213.2,48368
"530002","Southwestern WA Nonmetropolitan Area (NMA)","47-5051","Rock Splitters, Quarry",NA,47033
"53","Washington","51-4023","Rolling Machine Setters/Operators & Tenders/Metal & Plastic",488.8,42963
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-4023","Rolling Machine Setters/Operators & Tenders/Metal & Plastic",159.2,44352
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-4023","Rolling Machine Setters/Operators & Tenders/Metal & Plastic",185.7,44811
"44060","Spokane-Spokane Valley, WA","51-4023","Rolling Machine Setters/Operators & Tenders/Metal & Plastic",98.6,39461
"53","Washington","47-3016","Roofer Helpers",144.5,30890
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-3016","Roofer Helpers",39.8,32011
"53","Washington","47-2181","Roofers",4045.8,49020
"13380","Bellingham, WA","47-2181","Roofers",180.1,40500
"14740","Bremerton-Silverdale, WA","47-2181","Roofers",117.4,48317
"28420","Kennewick-Richland, WA","47-2181","Roofers",81.3,41010
"31020","Longview, WA","47-2181","Roofers",173.1,44841
"34580","Mount Vernon-Anacortes, WA","47-2181","Roofers",66.6,51537
"36500","Olympia-Tumwater, WA","47-2181","Roofers",172.1,51456
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-2181","Roofers",1884,48164
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-2181","Roofers",1585.2,51292
"44060","Spokane-Spokane Valley, WA","47-2181","Roofers",372.4,47104
"45104","Tacoma-Lakewood, WA Metropolitan Division","47-2181","Roofers",599.9,50610
"48300","Wenatchee, WA","47-2181","Roofers",35.5,52220
"49420","Yakima, WA","47-2181","Roofers",91.3,42742
"530001","Northwestern WA Nonmetropolitan Area (NMA)","47-2181","Roofers",98.3,60617
"530002","Southwestern WA Nonmetropolitan Area (NMA)","47-2181","Roofers",79.9,42029
"530004","Eastern WA Nonmetropolitan Area (NMA)","47-2181","Roofers",NA,48408
"53","Washington","47-5071","Roustabouts, Oil & Gas",59.5,45585
"49420","Yakima, WA","47-5071","Roustabouts, Oil & Gas",29.7,37320
"53","Washington","53-5011","Sailors & Marine Oilers",3213.4,50319
"14740","Bremerton-Silverdale, WA","53-5011","Sailors & Marine Oilers",45.5,54786
"34580","Mount Vernon-Anacortes, WA","53-5011","Sailors & Marine Oilers",23.2,41847
"38900","Portland-Vancouver-Hillsboro, OR-WA","53-5011","Sailors & Marine Oilers",224,54478
